RowNumber,CustomerId,Surname,Gender,Age,Province,City,AreaType,EducationLevel,EmploymentType,PreferredLanguage,Bank,AccountType,Tenure,CreditScore,CreditRating,CreditBureau,NumOfProducts,ProductName,HasSavingsAccount,HasChequeAccount,HasCreditCard,HasPersonalLoan,HasHomeLoan,HasVehicleFinance,HasInvestmentAccount,HasPremiumBanking,HasCreditCard_Flag,Balance_ZAR,AnnualSalary_ZAR,MonthlySalary_ZAR,SalaryPaymentMethod,FinancialWellnessScore,IsActiveMember,UsesMobileBanking,UsesInternetBanking,MonthlyBranchVisits,MonthlyATMTransactions,CustomerServiceCalls_12M,Complaints_12M,PreferredCommChannel,Churned,Geography_Original
3649,15691703,Shih,Male,47,Western Cape,Cape Town,Suburban,Matric,Unemployed,Sesotho,Nedbank,Prestige,8,545,Poor,TransUnion,1,Savings Account,1,1,0,0,1,0,0,0,0,2168746.04,1390519.1,115876.59,Direct Deposit,4.8,1,0,1,3,12,3,0,Email,1,France
3650,15745355,Golibe,Male,41,Gauteng,Johannesburg,Rural,No Matric,Unemployed,English,Capitec,Cheque,4,597,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,3140563.72,1887852.38,157321.03,Direct Deposit,6.0,1,1,1,1,9,3,1,Email,0,France
3651,15724955,Lucchesi,Male,38,Western Cape,Stellenbosch,Suburban,Postgraduate,Employed,English,Absa,Savings,3,537,Poor,TransUnion,2,Savings + Credit Card,1,0,1,0,1,0,0,0,0,0.0,2890971.7,240914.31,Cash,4.6,0,1,1,1,6,4,0,Email,0,France
3652,15628999,Townsend,Male,79,Western Cape,Paarl,Urban,Matric,Employed,Sesotho,Nedbank,Cheque,10,732,Good,TransUnion,1,Savings Account,1,0,0,0,1,0,0,0,1,1267130.22,2136567.4,178047.28,Direct Deposit,5.7,1,1,1,0,8,5,0,WhatsApp,0,France
3653,15654341,Chao,Male,34,Gauteng,Centurion,Urban,No Matric,Employed,isiZulu,FNB,Cheque,8,542,Poor,TransUnion,1,Savings Account,1,0,0,0,1,0,0,0,1,2072879.23,4026098.52,335508.21,Direct Deposit,6.7,0,0,0,1,11,1,0,App Notification,0,France
3654,15744240,Shen,Female,46,Limpopo,Polokwane,Urban,No Matric,Employed,isiNdebele,Standard Bank,Savings,0,688,Good,TransUnion,1,Savings Account,1,0,0,0,1,0,0,0,0,1526394.12,140759.36,11729.95,Direct Deposit,4.2,1,1,1,4,8,2,0,SMS,0,Germany
3655,15632365,Booth,Male,33,Eastern Cape,East London,Urban,No Matric,Employed,isiZulu,Absa,Prestige,8,542,Poor,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,0,2928861.03,1593626.13,132802.18,Direct Deposit,5.4,0,0,1,1,6,2,0,WhatsApp,0,Germany
3656,15729689,Chan,Male,35,Eastern Cape,Mthatha,Urban,Matric,Employed,Afrikaans,FNB,Prestige,6,754,Very Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,0,2021011.77,2175395.22,181282.94,Direct Deposit,6.3,1,1,0,2,10,3,1,SMS,0,Germany
3657,15759284,Yeh,Female,37,Western Cape,Worcester,Urban,Postgraduate,Employed,isiZulu,FNB,Savings,6,750,Very Good,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,1,0.0,2417934.0,201494.5,Cash,5.3,1,1,1,1,13,2,4,App Notification,1,France
3658,15602124,Badgery,Male,30,Gauteng,Pretoria,Suburban,Postgraduate,Pensioner,Xitsonga,Standard Bank,Savings,7,731,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,1,0,0,0,1,0.0,3783924.44,315327.04,Direct Deposit,6.2,1,1,1,1,13,3,0,WhatsApp,0,France
3659,15661903,Hsia,Female,43,Gauteng,Centurion,Urban,No Matric,Employed,Afrikaans,Standard Bank,Savings,3,699,Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,1655662.62,4087260.89,340605.07,Cash,7.2,0,0,1,1,8,1,0,Email,1,France
3660,15664668,Zarate,Female,42,Gauteng,Centurion,Urban,Degree,Employed,Afrikaans,Standard Bank,Pensioner,9,534,Poor,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,0,2968440.38,255909.5,21325.79,Direct Deposit,4.4,1,1,1,0,8,0,0,App Notification,1,France
3661,15736431,Congreve,Male,27,North West,Klerksdorp,Urban,Diploma,Employed,Tshivenda,Nedbank,Cheque,2,494,Poor,TransUnion,2,Savings + Credit Card,1,1,1,0,1,1,1,0,1,0.0,459295.12,38274.59,Direct Deposit,2.7,0,0,0,1,8,1,0,App Notification,0,Spain
3662,15748639,Hayslett,Male,35,Eastern Cape,Uitenhage,Urban,No Matric,Student,English,Standard Bank,Cheque,7,497,Poor,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,1,2256099.21,1904184.73,158682.06,Direct Deposit,5.0,1,0,1,3,13,3,0,App Notification,0,Germany
3663,15628123,Robinson,Female,28,Gauteng,Pretoria,Suburban,Diploma,Unemployed,English,Standard Bank,Savings,5,632,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,2437261.6,2975738.38,247978.2,Direct Deposit,6.6,1,0,0,1,11,2,1,WhatsApp,0,France
3664,15602731,Wong,Male,31,Western Cape,George,Suburban,Diploma,Employed,English,Absa,Cheque,5,724,Good,TransUnion,1,Savings Account,1,1,0,0,0,0,1,0,1,0.0,2765243.98,230437.0,Direct Deposit,5.4,0,1,1,1,12,3,1,WhatsApp,1,France
3665,15794137,Nevzorova,Female,37,Limpopo,Thohoyandou,Rural,Diploma,Unemployed,Afrikaans,Standard Bank,Prestige,0,751,Very Good,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,1,3099989.09,2240840.44,186736.7,Direct Deposit,7.0,1,1,0,0,10,1,1,WhatsApp,0,Germany
3666,15748696,Page,Male,42,Western Cape,George,Urban,No Matric,Unemployed,Afrikaans,FNB,Student,9,733,Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,3085397.8,3484264.46,290355.37,Direct Deposit,7.8,1,1,1,0,11,5,0,SMS,0,France
3667,15725068,Quinn,Female,21,North West,Potchefstroom,Urban,Matric,Student,isiXhosa,Nedbank,Pensioner,9,701,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,539712.11,44976.01,Direct Deposit,3.7,1,1,0,3,10,1,0,App Notification,0,Spain
3668,15807340,O'Donnell,Male,33,Mpumalanga,Nelspruit,Urban,Matric,Pensioner,isiZulu,Absa,Prestige,4,525,Poor,TransUnion,2,Savings + Credit Card,1,0,1,0,1,0,0,0,0,2685987.08,1128995.06,94082.92,Direct Deposit,4.9,0,1,1,0,12,3,0,SMS,0,Germany
3669,15586133,Pisano,Female,44,Mpumalanga,Secunda,Suburban,Diploma,Employed,isiZulu,Nedbank,Savings,2,666,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,2507447.25,1405785.04,117148.75,Direct Deposit,5.6,0,1,1,1,6,3,0,SMS,1,Germany
3670,15576185,Sinclair,Male,29,Western Cape,Cape Town,Urban,No Matric,Employed,English,Standard Bank,Prestige,2,653,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,854272.1,71189.34,Direct Deposit,3.7,1,1,1,1,6,1,1,WhatsApp,0,France
3671,15660809,Loving,Male,28,Gauteng,Johannesburg,Urban,Matric,Unemployed,Sesotho,Standard Bank,Student,4,850,Excellent,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,1,0.0,254384.7,21198.72,Direct Deposit,4.2,1,1,1,1,9,4,2,SMS,0,France
3672,15616666,Artemova,Female,52,Eastern Cape,Uitenhage,Suburban,Matric,Student,isiZulu,FNB,Cheque,6,646,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,0,2290657.7,1401527.19,116793.93,Direct Deposit,5.4,1,1,1,3,13,1,1,Email,0,Germany
3673,15706904,Robertson,Male,43,Western Cape,Paarl,Suburban,Matric,Employed,siSwati,Standard Bank,Savings,6,750,Very Good,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,1,2334587.36,1528570.4,127380.87,Direct Deposit,6.0,1,1,0,0,8,2,1,WhatsApp,0,France
3674,15606915,Genovese,Male,24,Gauteng,Johannesburg,Urban,Degree,Employed,English,Standard Bank,Pensioner,7,764,Very Good,TransUnion,1,Savings Account,1,1,0,0,0,1,0,0,1,2012046.5,550297.08,45858.09,Direct Deposit,5.2,0,1,1,2,5,1,0,App Notification,0,France
3675,15749693,Ugonnatubelum,Female,32,Western Cape,George,Urban,Diploma,Employed,English,Absa,Savings,9,658,Fair,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,1,0,1,0.0,3213882.38,267823.53,Direct Deposit,5.4,0,1,0,1,5,1,1,Email,0,France
3676,15791743,Corbett,Male,32,Gauteng,Centurion,Urban,No Matric,Employed,Afrikaans,Standard Bank,Cheque,1,727,Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,1215072.31,943398.32,78616.53,Direct Deposit,4.8,1,1,0,5,5,0,0,Email,0,France
3677,15796480,Reilly,Female,31,KwaZulu-Natal,Durban,Urban,Matric,Employed,English,Nedbank,Savings,2,687,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,0,0.0,2980933.5,248411.12,Direct Deposit,5.4,1,1,1,1,6,0,0,Phone Call,0,France
3678,15790442,Wright,Male,33,Free State,Kroonstad,Urban,Postgraduate,Employed,isiXhosa,Nedbank,Savings,2,631,Fair,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,1,0.0,3244511.22,270375.94,Direct Deposit,5.3,1,1,1,1,5,0,0,App Notification,0,Spain
3679,15609458,Vincent,Male,30,Gauteng,Johannesburg,Suburban,Matric,Student,isiNdebele,Absa,Cheque,10,797,Very Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,1422975.52,1530070.18,127505.85,Cash,5.7,1,1,0,0,5,1,0,WhatsApp,0,France
3680,15593897,Carr,Male,25,Free State,Welkom,Suburban,Matric,Unemployed,Sepedi,FNB,Savings,7,650,Fair,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,1,3292280.73,582026.16,48502.18,Direct Deposit,5.4,1,1,0,0,6,3,0,Email,0,Spain
3681,15604576,Eiland,Male,22,North West,Klerksdorp,Urban,Diploma,Unemployed,Sesotho,Standard Bank,Student,3,850,Excellent,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,0.0,2959903.57,246658.63,Direct Deposit,6.2,1,1,1,2,9,0,0,Email,0,Spain
3682,15666270,Omeokachie,Female,40,Western Cape,George,Suburban,Diploma,Employed,Sesotho,Capitec,Prestige,2,676,Good,TransUnion,1,Savings Account,1,0,0,0,1,0,0,0,1,3029971.34,1951211.73,162600.98,Direct Deposit,6.4,0,1,1,3,7,1,1,App Notification,1,France
3683,15572626,Mackenzie,Male,44,North West,Potchefstroom,Urban,No Matric,Pensioner,Afrikaans,Absa,Savings,8,620,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,320363.96,26697.0,Direct Deposit,3.2,1,1,1,1,9,2,0,SMS,0,Spain
3684,15727197,Pinto,Female,52,Western Cape,Worcester,Urban,Matric,Employed,Setswana,Standard Bank,Cheque,9,576,Poor,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,0,3489686.1,3043790.18,253649.18,Cash,7.0,0,1,1,2,6,1,1,Phone Call,1,France
3685,15714006,Gardener,Female,35,Gauteng,Johannesburg,Urban,Matric,Employed,Afrikaans,Standard Bank,Cheque,2,482,Poor,TransUnion,1,Savings Account,1,1,0,0,1,0,0,0,0,2728790.47,1639137.98,136594.83,Direct Deposit,5.1,1,1,1,0,5,3,0,WhatsApp,0,France
3686,15642137,Fang,Female,39,North West,Rustenburg,Rural,Degree,Student,English,FNB,Savings,5,695,Good,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,0,0.0,2106655.64,175554.64,Direct Deposit,4.8,0,0,1,3,5,1,0,SMS,0,Spain
3687,15665327,Cattaneo,Male,18,Gauteng,Centurion,Urban,Postgraduate,Self-Employed,English,Absa,Cheque,2,706,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,1,0,0,0,1,3610859.75,2657911.51,221492.63,Direct Deposit,7.4,0,1,1,1,10,1,0,WhatsApp,0,France
3688,15626806,Labrador,Female,32,Gauteng,Sandton,Urban,Matric,Employed,Afrikaans,Standard Bank,Cheque,2,668,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,833372.76,69447.73,Cash,3.8,1,1,1,0,8,5,0,WhatsApp,0,France
3689,15662578,Dettmann,Male,35,Eastern Cape,Uitenhage,Urban,Matric,Pensioner,English,Absa,Savings,1,679,Good,TransUnion,1,Savings Account,1,1,0,0,1,0,0,0,1,2260025.16,3654967.34,304580.61,Direct Deposit,7.2,1,1,1,1,12,1,0,SMS,0,Germany
3690,15790829,Gibson,Female,45,Western Cape,Paarl,Suburban,Diploma,Student,isiXhosa,Nedbank,Savings,5,703,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,2704082.02,225340.17,Direct Deposit,5.3,0,1,1,0,11,1,0,Phone Call,0,France
3691,15654959,Hope,Male,67,Free State,Kroonstad,Suburban,Matric,Pensioner,isiXhosa,Absa,Cheque,6,670,Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,3253751.18,2431451.7,202620.98,Direct Deposit,6.8,1,0,1,1,11,3,0,Email,0,Spain
3692,15760244,Ives,Female,76,KwaZulu-Natal,Pietermaritzburg,Urban,Diploma,Employed,isiZulu,FNB,Savings,5,590,Fair,TransUnion,1,Savings Account,1,1,0,0,1,0,0,0,0,3300083.44,283895.89,23657.99,Cash,4.9,1,1,0,2,9,1,0,Phone Call,0,France
3693,15715394,Greece,Male,35,Northern Cape,Kuruman,Suburban,Matric,Employed,English,Capitec,Savings,4,613,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,1,0,1,0,0,2532931.82,3503519.7,291959.98,Direct Deposit,6.9,1,1,0,1,6,5,1,WhatsApp,0,Spain
3694,15722246,Omeokachie,Female,60,Gauteng,Pretoria,Urban,Postgraduate,Employed,isiZulu,Standard Bank,Savings,4,742,Very Good,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,1,0.0,269814.03,22484.5,Direct Deposit,3.7,1,1,1,1,8,3,0,SMS,1,France
3695,15609704,Mao,Female,33,Western Cape,Paarl,Suburban,Matric,Self-Employed,Afrikaans,Absa,Cheque,4,608,Fair,TransUnion,1,Savings Account,1,1,0,0,1,1,1,0,1,0.0,1625739.79,135478.32,Direct Deposit,4.1,0,1,1,0,13,0,0,App Notification,1,France
3696,15757628,Savage,Male,40,KwaZulu-Natal,Durban,Suburban,Degree,Student,Afrikaans,Absa,Cheque,10,571,Poor,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2314385.63,2488751.86,207395.99,Cash,5.9,1,1,1,1,7,1,1,SMS,0,France
3697,15633586,Brierly,Female,39,KwaZulu-Natal,Durban,Rural,Postgraduate,Student,isiZulu,Capitec,Savings,7,595,Fair,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,0,2479723.66,477752.7,39812.72,Direct Deposit,4.6,0,1,1,0,10,2,0,Phone Call,0,France
3698,15565796,Docherty,Male,48,Limpopo,Polokwane,Urban,No Matric,Pensioner,English,Nedbank,Cheque,10,745,Very Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,1968995.28,1527468.32,127289.03,Direct Deposit,5.8,0,0,1,1,11,2,1,Email,0,Germany
3699,15717935,McDonald,Female,21,KwaZulu-Natal,Empangeni,Suburban,Diploma,Employed,English,Capitec,Cheque,3,589,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,1,0,0,0,0.0,1139829.52,94985.79,Direct Deposit,3.6,1,1,1,1,6,1,3,Email,0,France
3700,15577700,Rapuokwu,Male,37,Gauteng,Midrand,Suburban,Matric,Unemployed,Setswana,Capitec,Student,10,749,Very Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,3793805.85,2757800.84,229816.74,Direct Deposit,7.8,1,1,0,3,6,2,0,SMS,0,France
3701,15747345,Bergamaschi,Female,22,Western Cape,Paarl,Urban,Diploma,Pensioner,English,Nedbank,Student,6,678,Good,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,1,0,1,2420331.06,4006192.2,333849.35,Direct Deposit,7.5,1,0,0,2,13,1,0,SMS,0,France
3702,15678317,Manfrin,Male,46,Western Cape,Paarl,Suburban,Degree,Employed,Afrikaans,FNB,Savings,2,603,Fair,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,1,0,1,0.0,1221051.54,101754.3,Cash,3.7,1,1,0,0,1,3,1,WhatsApp,0,France
3703,15698335,Bergamaschi,Female,73,Gauteng,Sandton,Urban,Diploma,Employed,English,FNB,Cheque,8,504,Poor,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,0.0,709209.39,59100.78,Direct Deposit,2.9,1,1,1,1,5,4,1,Email,0,France
3704,15768451,MacDonald,Male,40,Limpopo,Thohoyandou,Suburban,No Matric,Unemployed,isiXhosa,Nedbank,Cheque,5,739,Good,TransUnion,3,Savings + Credit Card + Personal Loan,1,0,1,1,0,1,0,0,1,3057186.12,1230758.3,102563.19,Direct Deposit,6.2,1,1,1,0,12,1,0,Phone Call,1,Germany
3705,15753213,Lees,Female,34,Western Cape,Cape Town,Rural,Matric,Employed,isiZulu,Capitec,Savings,7,604,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,1,0,1,0.0,3956940.54,329745.04,Direct Deposit,5.7,0,0,1,1,7,3,0,Email,0,France
3706,15769645,Senior,Female,35,KwaZulu-Natal,Pietermaritzburg,Urban,Matric,Pensioner,isiZulu,Nedbank,Savings,3,612,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,0.0,986228.76,82185.73,Direct Deposit,3.6,1,0,0,1,8,3,1,SMS,0,France
3707,15657565,Nwokezuike,Female,44,Free State,Bloemfontein,Urban,Matric,Employed,Setswana,Nedbank,Cheque,6,629,Fair,TransUnion,2,Savings + Credit Card,1,0,1,0,1,0,1,0,0,2573016.09,1621196.58,135099.72,Direct Deposit,5.6,0,1,1,1,10,1,0,SMS,0,Spain
3708,15620323,Ekwueme,Female,42,North West,Klerksdorp,Suburban,No Matric,Employed,isiZulu,Absa,Savings,3,652,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,1,0,1,1711587.44,777239.46,64769.95,Direct Deposit,4.6,0,1,1,1,2,1,0,Email,0,Spain
3709,15679983,Garmon,Male,34,Gauteng,Pretoria,Rural,Postgraduate,Student,Afrikaans,FNB,Savings,7,565,Poor,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,0.0,1529173.72,127431.14,Cash,3.8,0,1,1,1,10,2,1,Email,0,France
3710,15812616,Enyinnaya,Female,49,Gauteng,Pretoria,Urban,No Matric,Student,Afrikaans,Capitec,Savings,10,707,Good,TransUnion,1,Savings Account,1,0,0,0,0,1,0,0,1,0.0,1700843.38,141736.95,Cash,4.6,0,1,1,2,16,0,0,SMS,1,France
3711,15601796,Chizuoke,Male,30,Western Cape,Cape Town,Urban,Degree,Unemployed,isiZulu,Standard Bank,Savings,1,645,Fair,TransUnion,1,Savings Account,1,1,0,0,0,1,0,0,1,2577654.83,3965545.22,330462.1,Cash,7.4,1,1,1,1,12,4,0,WhatsApp,0,France
3712,15729489,Hyde,Female,34,Limpopo,Polokwane,Suburban,Postgraduate,Unemployed,Tshivenda,Standard Bank,Savings,8,762,Very Good,TransUnion,1,Savings Account,1,0,0,0,0,1,0,0,0,2021154.04,3931700.94,327641.74,Cheque,7.6,1,1,1,0,11,1,0,App Notification,1,Germany
3713,15613216,Cameron,Female,39,Northern Cape,De Aar,Urban,Matric,Student,isiZulu,Standard Bank,Savings,1,639,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2906677.58,1895347.18,157945.6,Cheque,6.1,0,1,1,1,8,1,1,Phone Call,0,Spain
3714,15657937,Lord,Male,22,Limpopo,Musina,Urban,Matric,Pensioner,Setswana,Nedbank,Savings,0,709,Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,2315469.06,3182246.78,265187.23,Cash,7.0,0,1,0,1,10,1,0,Phone Call,0,Germany
3715,15815428,Biryukova,Male,34,Western Cape,George,Urban,Matric,Self-Employed,Afrikaans,Absa,Savings,3,823,Excellent,TransUnion,1,Savings Account,1,1,0,0,1,0,0,0,1,2153675.26,188967.36,15747.28,Direct Deposit,5.3,0,1,1,0,13,0,0,Email,0,France
3716,15640409,Carpenter,Female,46,Limpopo,Tzaneen,Suburban,No Matric,Unemployed,Afrikaans,Nedbank,Savings,0,817,Excellent,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,1826301.74,1802807.92,150233.99,Direct Deposit,6.2,1,1,0,1,8,2,0,WhatsApp,1,Germany
3717,15699492,Lorenzo,Female,27,Mpumalanga,Nelspruit,Urban,Degree,Self-Employed,isiXhosa,Absa,Pensioner,2,665,Fair,TransUnion,1,Savings Account,1,1,0,0,1,0,1,0,0,3022437.18,3843915.23,320326.27,Direct Deposit,7.7,0,1,1,3,8,5,0,App Notification,0,Germany
3718,15623536,Madukwe,Male,39,Limpopo,Thohoyandou,Urban,No Matric,Employed,English,FNB,Savings,0,646,Fair,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,1,3166017.13,3516140.73,293011.73,Direct Deposit,7.5,0,1,1,1,11,1,0,SMS,0,Germany
3719,15707551,Hutcheon,Male,30,Gauteng,Midrand,Urban,Matric,Pensioner,isiZulu,Standard Bank,Cheque,8,568,Poor,TransUnion,2,Savings + Credit Card,1,1,1,0,0,1,0,0,1,1497614.58,553746.0,46145.5,Direct Deposit,4.0,1,1,1,0,10,2,0,Email,0,France
3720,15577999,Sleeman,Female,62,Gauteng,Centurion,Rural,Diploma,Unemployed,isiXhosa,Absa,Prestige,1,850,Excellent,TransUnion,1,Savings Account,1,1,0,0,0,0,1,0,1,2555906.18,1453778.0,121148.17,Cash,6.6,0,1,1,1,6,1,0,Email,1,France
3721,15788775,Milne,Male,40,Limpopo,Musina,Suburban,Degree,Pensioner,Sesotho,Capitec,Savings,8,473,Poor,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,3127813.12,1498010.44,124834.2,Direct Deposit,5.1,0,1,1,0,8,2,1,SMS,0,Germany
3722,15758362,Williamson,Female,41,Gauteng,Pretoria,Suburban,Matric,Employed,English,Standard Bank,Cheque,9,731,Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,3120993.18,1820063.6,151671.97,Cheque,6.6,1,1,1,0,11,6,0,SMS,0,France
3723,15807961,Bruno,Male,25,Gauteng,Johannesburg,Suburban,No Matric,Self-Employed,isiZulu,Absa,Cheque,4,619,Fair,TransUnion,1,Savings Account,1,1,0,0,1,0,0,0,1,0.0,2983249.38,248604.12,Direct Deposit,5.1,0,0,1,1,8,2,0,WhatsApp,0,France
3724,15710978,Palerma,Male,42,Eastern Cape,Mthatha,Urban,Postgraduate,Employed,Afrikaans,Absa,Cheque,2,715,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,1806479.88,437331.01,36444.25,Direct Deposit,4.7,1,1,1,2,4,4,1,Phone Call,0,Germany
3725,15703541,Wang,Female,51,Eastern Cape,Uitenhage,Urban,Degree,Employed,Xitsonga,Absa,Savings,9,772,Very Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,2950583.86,956847.96,79737.33,Direct Deposit,6.1,1,1,1,1,7,2,0,SMS,1,Germany
3726,15626474,Onyemere,Female,31,Western Cape,Stellenbosch,Suburban,Diploma,Self-Employed,English,Standard Bank,Student,1,686,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,98446.12,8203.84,Direct Deposit,3.3,0,1,0,0,3,2,1,App Notification,0,France
3727,15608344,Dawson,Female,29,Limpopo,Tzaneen,Urban,Matric,Unemployed,isiZulu,Standard Bank,Savings,7,749,Very Good,TransUnion,3,Savings + Credit Card + Personal Loan,1,1,1,1,0,0,0,0,1,2809710.52,2111002.26,175916.86,Direct Deposit,6.7,0,1,1,1,10,2,0,SMS,1,Germany
3728,15768367,Nebechukwu,Female,27,Gauteng,Sandton,Urban,Diploma,Employed,Afrikaans,Nedbank,Cheque,7,781,Very Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,3824450.28,3588961.44,299080.12,Cash,8.5,1,0,1,2,7,0,0,Email,1,France
3729,15806210,Bateman,Male,66,North West,Mahikeng,Suburban,Postgraduate,Employed,isiZulu,Standard Bank,Cheque,5,675,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,1,1,1,0,1,2370916.64,2705402.63,225450.22,Cheque,6.5,1,1,1,2,6,3,0,SMS,0,Spain
3730,15697702,Lord,Male,29,Northern Cape,Springbok,Urban,Matric,Pensioner,Tshivenda,Standard Bank,Student,2,730,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,1,0,1,0.0,290568.85,24214.07,Direct Deposit,3.6,0,1,0,3,8,1,0,SMS,0,Spain
3731,15689152,Loggia,Male,38,Free State,Welkom,Urban,Diploma,Student,siSwati,FNB,Prestige,3,683,Good,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,0,2586133.22,315264.38,26272.03,Direct Deposit,5.0,0,1,1,2,8,0,0,Phone Call,0,Spain
3732,15568573,Graham,Female,51,Limpopo,Mokopane,Urban,Matric,Employed,isiZulu,Standard Bank,Savings,7,554,Poor,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,2166889.16,3685854.7,307154.56,Cash,6.6,1,1,1,0,10,2,0,WhatsApp,1,Germany
3733,15689598,Dean,Male,46,Gauteng,Centurion,Urban,Matric,Employed,Afrikaans,Standard Bank,Cheque,6,722,Good,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,1,0.0,1925312.44,160442.7,Direct Deposit,4.8,1,1,1,1,9,1,0,WhatsApp,1,France
3734,15713374,Jarvis,Male,67,Mpumalanga,Witbank,Urban,Matric,Employed,Afrikaans,Absa,Savings,9,689,Good,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,1,3220442.99,2039545.2,169962.1,Cash,6.6,1,0,1,3,7,3,0,SMS,0,Germany
3735,15679733,Haugh,Male,40,Eastern Cape,Grahamstown,Suburban,Matric,Unemployed,Afrikaans,Standard Bank,Cheque,2,796,Very Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,2321181.79,951509.34,79292.44,Direct Deposit,5.8,1,1,1,1,3,4,0,SMS,0,Germany
3736,15759274,Micklem,Female,32,Gauteng,Pretoria,Rural,Degree,Self-Employed,Sesotho,Standard Bank,Savings,10,447,Poor,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,0.0,3112223.08,259351.92,Direct Deposit,4.4,1,1,1,1,4,3,2,Phone Call,0,France
3737,15607748,Bennett,Male,37,Mpumalanga,Nelspruit,Urban,No Matric,Self-Employed,Sepedi,Absa,Prestige,8,498,Poor,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,2222874.04,304733.52,25394.46,Direct Deposit,3.9,1,1,1,2,10,2,1,WhatsApp,0,Germany
3738,15607577,Roberts,Male,27,Northern Cape,De Aar,Suburban,Diploma,Self-Employed,Setswana,Capitec,Prestige,8,663,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,0.0,3854163.8,321180.32,Direct Deposit,5.9,1,1,1,4,13,0,1,SMS,0,Spain
